u_id,home,name
79539246,579,FREQ
17927849,1500,FREQ
78437647,1325,FREQ
72970167,339,FREQ
86189015,1290,FREQ
78393236,1271,FREQ
91603269,502,FREQ
91487096,594,FREQ
93794933,1236,FREQ
73001255,777,FREQ
1233119,614,FREQ
69698665,1342,FREQ
37828044,1613,FREQ
58945726,611,FREQ
9443540,630,FREQ
13539136,1435,FREQ
84125612,1238,FREQ
73815805,1217,FREQ
23716412,1431,FREQ
96552023,741,FREQ
29788007,1387,FREQ
39634651,1426,FREQ
14377809,1173,FREQ
18253619,1462,FREQ
29309699,1437,FREQ
21440597,862,FREQ
30369997,1259,FREQ
12242961,1442,FREQ
79013481,1273,FREQ
28589987,1630,FREQ
33854632,1541,FREQ
59100625,1459,FREQ
5931835,853,FREQ
31873070,1460,FREQ
99866060,925,FREQ
50887198,407,FREQ
89448803,701,FREQ
10025138,1443,FREQ
73143964,898,FREQ
93957111,1256,FREQ
95544984,354,FREQ
23753082,811,FREQ
22822819,881,FREQ
37800241,576,FREQ
29625866,1114,FREQ
67222526,1639,FREQ
29600197,1611,FREQ
57042885,1471,FREQ
82978180,1611,FREQ
19334079,1295,FREQ
43475385,1436,FREQ
81466518,1541,FREQ
73773629,339,FREQ
28351350,1034,FREQ
33580842,1194,FREQ
51527929,1210,FREQ
62353733,1234,FREQ
13565884,645,FREQ
68205147,1423,FREQ
7324330,1464,FREQ
87954013,757,FREQ
17009485,1486,FREQ
36778671,1103,FREQ
85420990,1382,FREQ
18105267,1443,FREQ
28950410,1395,FREQ
5757735,1143,FREQ
46524481,1438,FREQ
67692027,354,FREQ
28663902,645,FREQ
88838991,762,FREQ
50371167,1135,FREQ
62001166,763,FREQ
9098239,963,FREQ
14685693,899,FREQ
53191009,1461,FREQ
13996439,1620,FREQ
83928738,1576,FREQ
68105691,407,FREQ
19864451,1191,FREQ
28356126,851,FREQ
36502804,406,FREQ
56198451,1239,FREQ
26598296,629,FREQ
84785202,880,FREQ
72189033,339,FREQ
66761244,800,FREQ
69884040,701,FREQ
69043530,1278,FREQ
86317500,1443,FREQ
11921547,937,FREQ
84352925,1092,FREQ
80249466,1216,FREQ
35289836,1383,FREQ
94561053,1257,FREQ
8226273,480,FREQ
80351283,1620,FREQ
61680161,1646,FREQ
74406811,1603,FREQ
92478207,1646,FREQ
23413811,1436,FREQ
35673649,1221,FREQ
82265092,862,FREQ
80457520,647,FREQ
11197348,1309,FREQ
78408110,777,FREQ
52967098,1530,FREQ
55356829,1178,FREQ
63543140,355,FREQ
33185683,1488,FREQ
19538070,1542,FREQ
1156658,918,FREQ
76838932,1425,FREQ
75035824,899,FREQ
30393156,1192,FREQ
31753839,1576,FREQ
59483241,1594,FREQ
62525391,645,FREQ
48205422,957,FREQ
70386410,1345,FREQ
19042130,1194,FREQ
21967291,1151,FREQ
54689276,1631,FREQ
69860902,388,FREQ
78698842,1137,FREQ
26018011,1108,FREQ
77908670,1259,FREQ
85944820,1221,FREQ
1745248,786,FREQ
29508982,1236,FREQ
70334918,424,FREQ
58035704,1576,FREQ
84582762,1136,FREQ
45553550,917,FREQ
8882479,887,FREQ
37496306,1191,FREQ
80817794,1628,FREQ
43836932,480,FREQ
28441547,762,FREQ
5049094,1654,FREQ
80780658,1539,FREQ
23869009,1325,FREQ
15160549,1210,FREQ
96903362,1274,FREQ
74331598,371,FREQ
86211400,1400,FREQ
64743194,481,FREQ
47540637,1039,FREQ
2052430,1179,FREQ
59026623,1436,FREQ
14858829,1177,FREQ
30169299,1520,FREQ
1224704,1092,FREQ
93828762,1613,FREQ
38852967,1271,FREQ
50413022,1278,FREQ
24451555,1092,FREQ
39629779,1277,FREQ
40662556,387,FREQ
62613452,1130,FREQ
71882123,957,FREQ
92704793,1529,FREQ
14674386,957,FREQ
53216521,1460,FREQ
79207398,1631,FREQ
61529031,824,FREQ
36311025,1620,FREQ
12496724,899,FREQ
28888625,1438,FREQ
6902964,1604,FREQ
90753209,777,FREQ
41008790,917,FREQ
76719206,1621,FREQ
25474466,1153,FREQ
76860775,678,FREQ
55714751,1124,FREQ
70339933,898,FREQ
55999400,1235,FREQ
3898254,1621,FREQ
76416660,1213,FREQ
48413071,917,FREQ
64102881,1165,FREQ
73720990,721,FREQ
47065864,1628,FREQ
72633324,631,FREQ
32969638,480,FREQ
76675637,579,FREQ
15543592,1476,FREQ
57077742,1516,FREQ
98054171,631,FREQ
11427708,1582,FREQ
19313072,1449,FREQ
96874722,614,FREQ
60578720,442,FREQ
36245727,1102,FREQ
12653721,626,FREQ
60424868,1279,FREQ
30641576,1174,FREQ
25322749,593,FREQ
71485615,661,FREQ
60102895,1278,FREQ
27786321,763,FREQ
20162106,695,FREQ
66618348,862,FREQ
10951270,678,FREQ
81596886,1596,FREQ
34245033,1619,FREQ
22993419,1604,FREQ
32103948,576,FREQ
89731401,631,FREQ
11295800,663,FREQ
43700000,1449,FREQ
20765952,1629,FREQ
40404950,1412,FREQ
26350562,899,FREQ
52905987,480,FREQ
44825303,1108,FREQ
11559975,1424,FREQ
91729915,1170,FREQ
49137286,1455,FREQ
231078,1437,FREQ
81263740,1293,FREQ
3396617,1259,FREQ
75383356,1158,FREQ
67125546,1603,FREQ
2507725,1158,FREQ
65940122,1398,FREQ
45341847,1165,FREQ
95389449,613,FREQ
60188593,1450,FREQ
19645096,1374,FREQ
59970536,1312,FREQ
75967567,1554,FREQ
1777332,592,FREQ
54897411,442,FREQ
15133662,1556,FREQ
7217819,1199,FREQ
96447456,1654,FREQ
21259869,480,FREQ
37515126,1455,FREQ
66277139,1412,FREQ
79335915,1410,FREQ
10644474,1234,FREQ
24858509,1605,FREQ
18086902,1438,FREQ
2049159,1521,FREQ
25340704,1273,FREQ
66826485,387,FREQ
61224545,741,FREQ
23662272,995,FREQ
9585144,1612,FREQ
81872096,624,FREQ
67555267,1154,FREQ
27901615,1209,FREQ
41046220,480,FREQ
64781726,354,FREQ
76099345,1153,FREQ
40146288,701,FREQ
71354534,660,FREQ
36075450,1425,FREQ
24284204,1131,FREQ
50938996,663,FREQ
15005329,1576,FREQ
98317975,1622,FREQ
6931801,1621,FREQ
28013796,805,FREQ
70534487,678,FREQ
63600774,442,FREQ
95566884,1530,FREQ
74652873,1199,FREQ
41088756,1231,FREQ
56453949,1604,FREQ
7144994,1345,FREQ
79010691,842,FREQ
26742682,794,FREQ
34121428,1596,FREQ
58827513,1639,FREQ
28896891,1450,FREQ
63589008,371,FREQ
14647104,339,FREQ
65819092,1236,FREQ
92637640,898,FREQ
14558490,597,FREQ
76385726,663,FREQ
19810632,644,FREQ
66326690,594,FREQ
38267606,1092,FREQ
63677518,881,FREQ
73977244,629,FREQ
53525330,925,FREQ
5146020,1343,FREQ
31755493,1135,FREQ
64430228,597,FREQ
90388432,1582,FREQ
52350575,1213,FREQ
70940454,785,FREQ
6678526,1603,FREQ
8938117,1165,FREQ
93934796,880,FREQ
58959900,1021,FREQ
31120754,701,FREQ
45829691,918,FREQ
70978312,1092,FREQ
66651558,1170,FREQ
58834980,1194,FREQ
27463402,898,FREQ
56852610,1172,FREQ
80680877,1087,FREQ
40767384,1574,FREQ
58094486,631,FREQ
69945754,1412,FREQ
32747713,1154,FREQ
89706529,1214,FREQ
75454914,1471,FREQ
15149145,698,FREQ
36736029,1619,FREQ
10861105,1424,FREQ
36067818,1574,FREQ
87849962,880,FREQ
95528165,1103,FREQ
26090619,354,FREQ
22425299,1461,FREQ
92358013,1612,FREQ
74582798,880,FREQ
95322173,1543,FREQ
7727729,645,FREQ
76257348,1424,FREQ
22269968,1455,FREQ
59979208,1488,FREQ
96611747,1619,FREQ
42921278,387,FREQ
74158176,1194,FREQ
34860710,630,FREQ
71080493,1233,FREQ
71121924,387,FREQ
71675076,663,FREQ
83031648,805,FREQ
72707877,643,FREQ
80889018,1563,FREQ
63386186,1605,FREQ
6589905,781,FREQ
76722992,1071,FREQ
44170757,1494,FREQ
90627814,629,FREQ
51301707,647,FREQ
88936601,463,FREQ
78241088,1001,FREQ
5957662,1611,FREQ
78472638,1620,FREQ
36672397,1596,FREQ
12571964,1238,FREQ
80068923,1594,FREQ
5437672,937,FREQ
89327728,1114,FREQ
